rank,title,Previous Rank,Revenues ($M),Revenue Change,Profits ($M),Profit Change,Assets ($M),Mkt Value as of 3/29/18 ($M),Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State,Latitude,Longitude
909,NewMarket,921,"$2,198 ",7.30%,$190.50 ,-21.70%,"$1,712 ","$4,731 ","2,223",Thomas E. Gottwald,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Richmond,VA,37.5407246,-77.4360481
910,99 Cents Only Stores,929,"$2,194 ",6.40%,($90.30),-,"$1,537 ",$0 ,"17,200",Jack L. Sinclair,Chief Executive Officer,Retailing,Specialty Retailers: Other,-,Commerce,CA,34.0005691,-118.1597929
911,PCM,877,"$2,193 ",-2.50%,$3.10 ,-82.40%,$740 ,$98 ,"4,118",Frank F. Khulusi,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Electronics and Office Equipment,-,El Segundo,CA,33.9191799,-118.4164652
912,Federated Mutual Insurance,918,"$2,181 ",5.80%,$217.60 ,-4.90%,"$7,630 ",-,"2,388",Jeffrey E. Fetters,Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),-,Owatonna,MN,44.0855572,-93.2259349
913,HNI,890,"$2,176 ",-1.30%,$89.80 ,4.90%,"$1,392 ","$1,568 ","9,350",Stanley A. Askren,"Chairman, President &  Chief Executive Officer",Household Products,"Home Equipment, Furnishings",-,Muscatine,IA,41.424473,-91.0432051
914,Hospitality Properties Trust,922,"$2,172 ",6.10%,$215.10 ,-3.60%,"$7,150 ","$4,165 ",450,John G. Murray,"President, Chief Executive Officer &  Director",Financials,Real estate,-,Newton,MA,42.3370413,-71.2092214
915,Greenbrier Cos.,777,"$2,169 ",-19.00%,$116.10 ,-36.60%,"$2,398 ","$1,442 ","11,917",William A. Furman,"Chairman, President &  Chief Executive Officer",Transportation,Transportation Equipment,-,Lake Oswego,OR,45.4156817,-122.7159726
916,Bio-Rad Laboratories,917,"$2,160 ",4.40%,$122.20 ,370.20%,"$4,273 ","$7,443 ","8,150",Norman A. Schwartz,"Chairman, President &  Chief Executive Officer",Health Care,"Scientific,Photographic and  Control Equipment",-,Hercules,CA,38.0171441,-122.2885808
917,AvalonBay Communities,923,"$2,159 ",5.50%,$876.90 ,-15.20%,"$18,415 ","$22,711 ","3,123",Timothy J. Naughton,"Chairman, President &  Chief Executive Officer",Financials,Real estate,-,Arlington,VA,38.8816208,-77.0909809
918,Renewable Energy Group,924,"$2,158 ",5.70%,($79.10),-278.40%,"$10,056 ",$497 ,853,Randolph L. Howard,"President, Chief Executive Officer &  Director",Energy,Energy,-,Ames,IA,42.0307812,-93.6319131
919,Atlas Air Worldwide Holdings,985,"$2,157 ",17.20%,$223.50 ,438.30%,"$4,956 ","$1,538 ","2,870",William J. Flynn,"President, Chief Executive Officer &  Director",Transportation,Transportation and Logistics,-,Harrison,NY,41.0400135,-73.7144477
920,Teradata,859,"$2,156 ",-7.10%,($67.00),-153.60%,"$2,556 ","$4,797 ","10,615",Victor L. Lund,"President, Chief Executive Officer &  Director",Technology,Information Technology Services,-,Dayton,OH,39.7589478,-84.1916069
921,LCI Industries,,"$2,148 ",27.90%,$132.90 ,2.50%,$946 ,"$2,603 ","9,852",Jason D. Lippert,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Elkhart,IN,41.6819935,-85.9766671
922,Teleflex,973,"$2,146 ",14.90%,$152.50 ,-35.70%,"$6,182 ","$11,806 ","14,400",Liam J. Kelly,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,-,Wayne,PA,40.0415996,-75.3698895
923,Verisk Analytics,909,"$2,145 ",1.80%,$555.10 ,-6.10%,"$6,020 ","$17,162 ","7,192",Scott G. Stephenson,"Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,-,Jersey City,NJ,40.7281575,-74.0776417
924,Popular,955,"$2,145 ",11.00%,$107.70 ,-50.30%,"$44,277 ","$4,253 ","7,784",Ignacio Alvarez,"President, Chief Executive Officer &  Director",Financials,Commercial Banks,-,Hato Rey,Puerto Rico,18.4225782,-66.0509549
925,Workday,,"$2,143 ",36.60%,($321.20),-,"$4,947 ","$26,947 ","8,200",Aneel Bhusri,Chief Executive Officer &  Director,Technology,Computer Software,-,Pleasanton,CA,37.6624312,-121.8746789
926,Cooper Cos.,948,"$2,139 ",8.80%,$372.90 ,36.10%,"$4,859 ","$11,217 ","11,800",Albert G. White III,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,-,Pleasanton,CA,37.6624312,-121.8746789
927,Express,893,"$2,138 ",-2.50%,$19.40 ,-66.30%,"$1,188 ",$564 ,"9,576",David G. Kornberg,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,-,Columbus,OH,39.9611755,-82.9987942
928,Teradyne,,"$2,137 ",21.90%,$257.70 ,-,"$3,110 ","$8,901 ","4,500",Mark E. Jagiela,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,North Reading,MA,42.5750939,-71.0786653
929,Werner Enterprises,934,"$2,117 ",5.40%,$202.90 ,156.40%,"$1,808 ","$2,645 ","12,154",Derek J. Leathers,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",-,Omaha,NE,41.2565369,-95.9345034
930,Oaktree Capital Group,,"$2,100 ",38.30%,$231.50 ,18.90%,"$9,015 ","$6,188 ",930,Jay S. Wintrob,Chairman &  Chief Executive Officer,Financials,Securities,-,Los Angeles,CA,34.0522342,-118.2436849
931,Woodward,931,"$2,099 ",3.70%,$200.50 ,10.90%,"$2,757 ","$4,391 ","6,829",Thomas A. Gendron,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Fort Collins,CO,40.5852602,-105.084423
932,F5 Networks,940,"$2,090 ",4.80%,$420.80 ,15.00%,"$2,481 ","$8,943 ","4,366",Fran�ois Locoh-Donou,"President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,-,Seattle,WA,47.6062095,-122.3320708
933,Valvoline,,"$2,084 ",8.00%,$304.00 ,11.40%,"$1,915 ","$4,428 ","5,600",Samuel J. Mitchell Jr.,Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,Lexington,KY,38.0405837,-84.5037164
934,Roadrunner Transportation Systems,947,"$2,082 ",2.40%,($106.70),-,$863 ,$98 ,"4,645",Curtis W. Stoelting,Chief Executive Officer &  Director,Transportation,"Trucking, Truck Leasing",-,Downers Grove,IL,41.8089191,-88.0111746
935,SemGroup,,"$2,082 ",56.30%,($17.20),-918.60%,"$5,377 ","$1,692 ","1,220",Carlin G. Conner,"President, Chief Executive Officer &  Director",Energy,Pipelines,-,Tulsa,OK,36.1539816,-95.992775
936,Catalent,979,"$2,075 ",12.30%,$109.80 ,-1.50%,"$3,454 ","$5,474 ","10,800",John R. Chiminski,"Chairman, President &  Chief Executive Officer",Health Care,Pharmaceuticals,-,Franklin Township,NJ,40.497604,-74.4884868
937,Quorum Health,,"$2,072 ",-,($114.20),-,"$1,829 ",$247 ,"11,250",Robert H. Fish,"President, Chief Executive Officer &  Director",Health Care,Health Care: Medical Facilities,-,Brentwood,TN,36.0331164,-86.7827772
938,Universal,904,"$2,071 ",-2.30%,$106.30 ,-2.50%,"$2,123 ","$1,215 ","24,000",George C. Freeman III,"Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco",Tobacco,-,Richmond,VA,37.5407246,-77.4360481
939,Nordson,996,"$2,067 ",14.30%,$295.80 ,8.80%,"$3,415 ","$7,904 ","7,532",Michael F. Hilton,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Westlake,OH,41.4553232,-81.9179173
940,ResMed,986,"$2,067 ",12.40%,$342.30 ,-2.90%,"$3,469 ","$14,074 ","6,080",Michael J. Farrell,Chief Executive Officer &  Director,Health Care,Medical Products and Equipment,-,San Diego,CA,32.715738,-117.1610838
941,Tower International,927,"$2,066 ",1.60%,$47.60 ,23.40%,"$1,260 ",$570 ,"7,600",James C. Gouin,Chief Executive Officer &  Director,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Livonia,MI,42.36837,-83.3527097
942,Freds,903,"$2,064 ",-2.90%,($140.30),-,$655 ,$114 ,"7,324",Joseph M. Anto,Interim Chief Executive Officer &  Director,Food &  Drug Stores,Food and Drug Stores,-,Memphis,TN,35.1495343,-90.0489801
943,Foundation Building Materials,,"$2,061 ",48.00%,$82.50 ,-,"$1,354 ",$639 ,"3,782",Ruben D. Mendoza,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,Tustin,CA,33.7420005,-117.8236391
944,Kennametal,912,"$2,058 ",-1.90%,$49.10 ,-,"$2,416 ","$3,276 ","10,744",Christopher Rossi,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Pittsburgh,PA,40.4406248,-79.9958864
945,Autodesk,928,"$2,057 ",1.30%,($566.90),-,"$4,114 ","$27,418 ","8,800",Andrew Anagnost,"President, Chief Executive Officer &  Director",Technology,Computer Software,-,San Rafael,CA,37.9735346,-122.5310874
946,Ply Gem Holdings,961,"$2,056 ",7.60%,$68.30 ,-9.50%,"$1,320 ","$1,481 ","9,471",Gary E. Robinette,"Chairman, President &  Chief Executive Officer",Materials,"Building Materials, Glass",-,Cary,NC,35.79154,-78.7811169
947,Central Garden & Pet,989,"$2,055 ",12.30%,$78.80 ,77.10%,"$1,307 ","$2,099 ","4,050",George C. Roeth,"President, Chief Executive Officer &  Director",Household Products,Household and Personal Products,-,Walnut Creek,CA,37.9100783,-122.0651819
948,Matson,954,"$2,047 ",5.40%,$232.00 ,188.20%,"$2,248 ","$1,222 ","1,947",Matthew J. Cox,Chairman &  Chief Executive Officer,Transportation,Shipping,-,Honolulu,HI,21.3069444,-157.8583333
949,EchoStar,719,"$2,039 ",-33.30%,$392.60 ,118.20%,"$8,750 ","$5,061 ","2,100",Michael T. Dugan,"President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,-,Englewood,CO,39.6477653,-104.9877597
950,Genesis Energy,,"$2,028 ",18.40%,$82.60 ,-27.00%,"$7,138 ","$2,416 ","2,100",Grant E. Sims,Chairman &  Chief Executive Officer,Energy,Pipelines,-,Houston,TX,29.7604267,-95.3698028
951,SVB Financial Group,,"$2,022 ",22.60%,$490.50 ,28.20%,"$51,215 ","$12,694 ","2,438",Gregory W. Becker,"President, Chief Executive Officer &  Director",Financials,Commercial Banks,-,Santa Clara,CA,37.3541079,-121.9552356
952,Itron,933,"$2,018 ",0.20%,$57.30 ,80.40%,"$2,106 ","$2,799 ","7,150",Philip C. Mezey,"President, Chief Executive Officer &  Director",Industrials,"Electronics, Electrical Equip.",-,Liberty Lake,WA,47.6743428,-117.1124241
953,Portland General Electric,960,"$2,009 ",4.50%,$187.00 ,-3.10%,"$7,838 ","$3,614 ","2,906",Maria M. Pope,"President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,-,Portland,OR,45.5122308,-122.6587185
954,California Resources,,"$2,006 ",29.70%,($266.00),-195.30%,"$6,207 ",$778 ,"1,450",Todd A. Stevens,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",-,Los Angeles,CA,34.0522342,-118.2436849
955,Esterline Technologies,932,"$2,005 ",-0.50%,$111.60 ,13.90%,"$3,120 ","$2,174 ","13,255",Curtis C. Reusser,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Bellevue,WA,47.6101497,-122.2015159
956,Delta Tucker Holdings,987,"$2,004 ",9.20%,$30.60 ,-,$736 ,-,"8,800",George Krivo,Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,-,McLean,VA,38.9338676,-77.1772604
957,AMN Healthcare Services,964,"$1,989 ",4.50%,$132.60 ,25.20%,"$1,254 ","$2,714 ","2,980",Susan R. Salka,"President, Chief Executive Officer &  Director",Health Care,Health Care: Pharmacy and Other Services,-,San Diego,CA,32.715738,-117.1610838
958,Griffon,951,"$1,986 ",1.50%,$14.90 ,-50.30%,"$1,874 ",$866 ,"4,700",Ronald J. Kramer,Chairman &  Chief Executive Officer,Materials,"Building Materials, Glass",-,New York,NY,40.7127753,-74.0059728
959,Valhi,,"$1,980 ",23.30%,$207.50 ,-,"$2,908 ","$2,055 ","2,790",Robert D. Graham,"Vice Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Dallas,TX,32.7766642,-96.7969879
960,Hexcel,936,"$1,973 ",-1.50%,$284.00 ,13.70%,"$2,781 ","$5,791 ","6,259",Nick L. Stanage,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Stamford,CT,41.0534302,-73.5387341
961,IDEXX Laboratories,,"$1,969 ",10.90%,$263.10 ,18.50%,"$1,713 ","$16,663 ","7,600",Jonathan W. Ayers,"Chairman, President &  Chief Executive Officer",Health Care,Medical Products and Equipment,-,Westbrook,ME,43.6770252,-70.3711617
962,Deluxe,978,"$1,966 ",6.30%,$230.20 ,0.30%,"$2,209 ","$3,539 ","5,886",Lee J. Schram,Chairman &  Chief Executive Officer,Media,"Publishing, Printing",-,Shoreview,MN,45.0791325,-93.1471667
963,M/I Homes,-,"$1,962.00 ",16.00%,$72.10 ,27.30%,"$1,864.80 ",$888 ,1238,Robert H. Schottenstein,"Chairman, President &  Chief Executive Officer",Engineering &  Construction,Homebuilders,-,Columbus,OH,39.9611755,-82.9987942
964,Kraton,,"$1,960 ",12.40%,$97.50 ,-9.10%,"$2,933 ","$1,512 ","1,931",Kevin M. Fogarty,"President, Chief Executive Officer &  Director",Chemicals,Chemicals,-,Houston,TX,29.7604267,-95.3698028
965,Stewart Information Services,935,"$1,956 ",-2.50%,$48.70 ,-12.30%,"$1,406 ","$1,042 ","5,960",Matthew W. Morris,Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Stock),-,Houston,TX,29.7604267,-95.3698028
966,Marriott Vacations Worldwide,994,"$1,952 ",7.80%,$226.80 ,65.10%,"$2,906 ","$3,535 ","11,000",Stephen P. Weisz,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",-,Orlando,FL,28.5383355,-81.3792365
967,SPX FLOW,939,"$1,952 ",-2.20%,$46.40 ,-,"$2,689 ","$2,091 ","7,000",Marcus G. Michael,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Charlotte,NC,35.2270869,-80.8431267
968,ACCO Brands,,"$1,949 ",25.20%,$131.70 ,37.90%,"$2,799 ","$1,353 ","6,620",Boris Y. Elisman,"Chairman, President &  Chief Executive Officer",Household Products,"Home Equipment, Furnishings",-,Lake Zurich,IL,42.1969689,-88.0934108
969,Echo Global Logistics,,"$1,943 ",13.20%,$12.60 ,694.10%,$838 ,$774 ,"2,453",Douglas R. Waggoner,Chairman &  Chief Executive Officer,Transportation,Transportation and Logistics,-,Chicago,IL,41.8781136,-87.6297982
970,Cadence Design Systems,992,"$1,943 ",7.00%,$204.10 ,0.50%,"$2,419 ","$10,415 ","7,214",Lip-Bu Tan,Chairman &  Chief Executive Officer,Technology,Computer Software,-,San Jose,CA,37.3382082,-121.8863286
971,Nuance Communications,953,"$1,939 ",-0.50%,($151.00),-,"$5,932 ","$4,626 ","11,600",Mark D. Benjamin,Chairman &  Chief Executive Officer,Technology,Computer Software,-,Burlington,MA,42.5047161,-71.1956205
972,Finish Line,968,"$1,934 ",2.40%,($18.20),-183.20%,$747 ,$559 ,"8,200",Samuel M. Sato,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Indianapolis,IN,39.768403,-86.158068
973,TransUnion,,"$1,934 ",13.40%,$441.20 ,265.80%,"$5,119 ","$10,441 ","5,100",James M. Peck,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,-,Chicago,IL,41.8781136,-87.6297982
974,ServiceNow,,"$1,933 ",39.00%,($149.10),-,"$3,398 ","$28,904 ","6,222",John J. Donahoe,"President, Chief Executive Officer &  Director",Technology,Computer Software,-,Santa Clara,CA,37.3541079,-121.9552356
975,Summit Materials,,"$1,933 ",18.80%,$121.80 ,231.20%,"$3,787 ","$3,342 ","6,000",Thomas W. Hill,"President, Chief Executive Officer &  Director",Materials,"Building Materials, Glass",-,Denver,CO,39.7392358,-104.990251
976,Engility Holdings,915,"$1,932 ",-7.00%,($35.20),-,"$2,026 ",$899 ,"8,700",Lynn A. Dugle,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Chantilly,VA,38.8942786,-77.4310992
977,Ferrellgas Partners,926,"$1,930 ",-5.30%,($54.20),-,"$1,610 ",$303 ,"3,891",James E. Ferrell,Chairman &  Interim Chief Executive Officer,Energy,Energy,-,Overland Park,KS,38.9822282,-94.6707917
978,Interactive Brokers Group,,"$1,927 ",30.60%,$76.00 ,-9.50%,"$61,162 ","$4,806 ","1,228",Thomas P. Peterffy,Chairman &  Chief Executive Officer,Financials,Securities,-,Greenwich,CT,41.0262417,-73.6281964
979,Stepan,,"$1,925 ",9.00%,$91.60 ,6.30%,"$1,471 ","$1,875 ","2,096",F. Quinn Stepan Jr.,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Northfield,IL,42.09975,-87.7808967
980,Oceaneering International,871,"$1,922 ",-15.40%,$166.40 ,576.80%,"$3,024 ","$1,827 ","8,200",Roderick A. Larson,"President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",-,Houston,TX,29.7604267,-95.3698028
981,Cimarex Energy,,"$1,918 ",52.60%,$494.30 ,-,"$5,043 ","$8,924 ",910,Thomas E. Jorden,"Chairman, President &  Chief Executive Officer",Energy,"Mining, Crude-Oil Production",-,Denver,CO,39.7392358,-104.990251
982,Rexnord,958,"$1,918 ",-0.30%,$74.10 ,9.10%,"$3,539 ","$3,086 ","8,000",Todd A. Adams,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Milwaukee,WI,43.0389025,-87.9064736
983,Beazer Homes USA,990,"$1,916 ",5.20%,$31.80 ,577.90%,"$2,221 ",$536 ,"1,100",Allan P. Merrill,"President, Chief Executive Officer &  Director",Engineering &  Construction,Homebuilders,-,Atlanta,GA,33.7489954,-84.3879824
984,MKS Instruments,,"$1,916 ",47.90%,$339.10 ,223.60%,"$2,414 ","$6,307 ","4,923",Gerald G. Colella,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,Andover,MA,42.6583356,-71.1367953
985,Vail Resorts,,"$1,907 ",19.10%,$210.60 ,40.60%,"$4,111 ","$8,962 ","20,150",Robert A. Katz,Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",-,Broomfield,CO,39.9205411,-105.0866504
986,Ohio National Mutual,,"$1,907 ",8.20%,$25.90 ,-91.10%,"$41,843 ",-,"1,300",Gary T. Huffman,"Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",-,Cincinnati,OH,39.1031182,-84.5120196
987,TopBuild,,"$1,906 ",9.40%,$158.10 ,117.80%,"$1,750 ","$2,725 ","8,400",Gerald Volas,Chairman &  Chief Executive Officer,Engineering &  Construction,"Engineering, Construction",-,Daytona Beach,FL,29.2108147,-81.0228331
988,Brown & Brown,,"$1,881 ",6.50%,$399.60 ,55.20%,"$5,748 ","$7,025 ","8,491",J. Powell Brown,"President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),-,Daytona Beach,FL,29.2108147,-81.0228331
989,Aerojet Rocketdyne Holdings,,"$1,877 ",6.60%,($9.20),-151.10%,"$2,259 ","$2,113 ","5,157",Eileen P. Drake,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,-,El Segundo,CA,33.9191799,-118.4164652
990,Barnes & Noble Education,,"$1,874 ",-,$5.40 ,-,"$1,300 ",$323 ,"13,375",Michael P. Huseby,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,-,Bernards,NJ,40.7066174,-74.5493284
991,Superior Energy Services,,"$1,874 ",29.20%,($205.90),-,"$3,110 ","$1,300 ","6,400",David D. Dunlap,"President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",-,Houston,TX,29.7604267,-95.3698028
992,VeriFone Systems,941,"$1,871 ",-6.10%,($173.80),-,"$2,322 ","$1,698 ","5,600",Paul S. Galant,Chairman &  Chief Executive Officer,Technology,Financial Data Services,-,San Jose,CA,37.3382082,-121.8863286
993,Childrens Place,,"$1,870 ",4.80%,$84.70 ,-17.20%,$940 ,"$2,330 ","9,800",Jane T. Elfers,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,-,Secaucus,NJ,40.7895453,-74.0565298
994,Tribune Media,896,"$1,867 ",-14.10%,$194.10 ,1262.60%,"$8,169 ","$3,544 ","6,000",Peter M. Kern,Interim Chief Executive Officer &  Director,Media,Entertainment,-,Chicago,IL,41.8781136,-87.6297982
995,Healthcare Services Group,,"$1,866 ",19.40%,$88.20 ,14.00%,$676 ,"$3,204 ","55,000",Theodore Wahl,"President, Chief Executive Officer &  Director",Health Care,Health Care: Pharmacy and Other Services,-,Bensalem,PA,40.0994425,-74.9325683
996,SiteOne Landscape Supply,,"$1,862 ",13.00%,$54.60 ,78.40%,$911 ,"$3,084 ","3,664",Doug Black,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Diversified,-,Roswell,GA,34.0232431,-84.3615555
997,Charles River Laboratories Intl,,"$1,858 ",10.50%,$123.40 ,-20.30%,"$2,930 ","$5,118 ","11,800",James C. Foster,Chairman &  Chief Executive Officer,Health Care,Health Care: Pharmacy and Other Services,-,Wilmington,MA,42.5481714,-71.1724467
998,CoreLogic,952,"$1,851 ",-5.20%,$152.20 ,42.80%,"$4,077 ","$3,694 ","5,900",Frank D. Martell,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,-,Irvine,CA,33.6845673,-117.8265049
999,Ensign Group,,"$1,849 ",11.80%,$40.50 ,-19.00%,"$1,102 ","$1,354 ","21,301",Christopher R. Christensen,"President, Chief Executive Officer &  Director",Health Care,Health Care: Medical Facilities,-,Mission Viejo,CA,33.5968913,-117.6581562
